source_id,category_code,category,questions,title,authors,year,source_type,venue,doi,url,evidence_depth,data_basis,method_family,project_relevance,ra226_n2n,ac225_output,time_history,recurrent_model,physics_constraint,multiobjective_optimization,experimental_validation,uncertainty_or_ood,trusted_solver_reference,screening_score,screening_note,abstract
S032,B,Ra-226 nuclear data and neutron-spectrum evidence,"Q1,Q10,Q4,Q5",Isotopic Depletion and Decay Methods and Analysis Capabilities in SCALE,Ian C Gauld; Georgeta Radulescu; Germina Ilas; Brian D. Murphy; Mark Williams; Dorothea Wiarda,2011,article,Nuclear Technology,10.13182/nt11-3,https://doi.org/10.13182/nt11-3,title and abstract screened,mixed simulation and measurement,transport/depletion solver,medium,no,no,yes,no,no,no,yes,no,yes,18.0,Included for structured comparison; use the linked paper for claim-level details.,"The calculation of fuel isotopic compositions is essential to support design, safety analysis, and licensing of many components of the nuclear fuel cycle—from reactor physics and severe accident analysis to back-end fuel cycle issues, including spent-fuel storage and transportation, reprocessing, and radioactive waste management. Versions of the ORIGEN code, developed by Oak Ridge National Laboratory, have been used worldwide for isotopic depletion and decay analysis for more than three decades. The supported version of ORIGEN, maintained as the depletion analysis module for SCALE 6, performs detailed time-dependent isotopic generation and depletion for 1946 nuclides for reactor fuel and activation analysis. Stand-alone ORIGEN calculations can be performed using cross-section libraries developed for a wide range of reactor types and fuel designs used worldwide, including light water reactors UO2 and MOX, CANDU, VVER 440 and 1000, RBMK, and graphite reactors. Alternatively, within SCALE 6, ORIGEN can be automatically coupled to two-dimensional discrete ordinates or three-dimensional Monte Carlo transport solvers that provide problem-dependent cross sections for use in the ORIGEN depletion calculation. The hybrid ability to function as either a stand-alone or coupled depletion code provides ORIGEN advanced capabilities to simulate a broad range of applications for various reactor systems. The nuclear data libraries in ORIGEN have been significantly improved recently, using modern ENDF/B nuclear data evaluations. The most recent developments in SCALE 6.1 include the addition of ENDF/B-VII decay data, energy-dependent fission yields, and fine-group ORIGEN neutron cross sections based on the JEFF-3.0/A special purpose activation files. Advanced methods and data for neutron and gamma source energy spectral analysis are also available in the current version of the code. The ORIGEN code and associated nuclear data libraries have been extensively validated against experimental data that include spent nuclear fuel isotopic assay data for actinides and fission products, radiation source spectra, and decay heat measurements."
S033,B,Ra-226 nuclear data and neutron-spectrum evidence,"Q1,Q10,Q2,Q3,Q4,Q7,Q9",Iterative Bayesian Monte Carlo for nuclear data evaluation,E. Alhassan; D. Rochman; A. Vasiliev; Mathieu Hursin; A. J. Koning; H. Ferroukhi,2022,article,Nuclear Science and Techniques,10.1007/s41365-022-01034-w,https://doi.org/10.1007/s41365-022-01034-w,title and abstract screened,mixed simulation and measurement,domain study,medium,no,no,no,no,no,no,yes,no,yes,18.0,Included for structured comparison; use the linked paper for claim-level details.,"Abstract In this work, we explore the use of an iterative Bayesian Monte Carlo (iBMC) method for nuclear data evaluation within a TALYS Evaluated Nuclear Data Library (TENDL) framework. The goal is to probe the model and parameter space of the TALYS code system to find the optimal model and parameter sets that reproduces selected experimental data. The method involves the simultaneous variation of many nuclear reaction models as well as their parameters included in the TALYS code. The ‘best’ model set with its parameter set was obtained by comparing model calculations with selected experimental data. Three experimental data types were used: (1) reaction cross sections, (2) residual production cross sections, and (3) the elastic angular distributions. To improve our fit to experimental data, we update our ‘best’ parameter set—the file that maximizes the likelihood function—in an iterative fashion. Convergence was determined by monitoring the evolution of the maximum likelihood estimate (MLE) values and was considered reached when the relative change in the MLE for the last two iterations was within 5%. Once the final ‘best’ file is identified, we infer parameter uncertainties and covariance information to this file by varying model parameters around this file. In this way, we ensured that the parameter distributions are centered on our evaluation. The proposed method was applied to the evaluation of p+ $$^{59}$$ <mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML""> <mml:msup> <mml:mrow/> <mml:mn>59</mml:mn> </mml:msup> </mml:math> Co between 1 and 100 MeV. Finally, the adjusted files were compared with experimental data from the EXFOR database as well as with evaluations from the TENDL-2019, JENDL/He-2007 and JENDL-4.0/HE nuclear data libraries."
S034,B,Ra-226 nuclear data and neutron-spectrum evidence,"Q10,Q3,Q4",Neutron-induced reaction cross sections on selenium isotopes at 14-15 MeV: Activation measurements and covariance analysis,Vandana .; Shivani Sharma; N L Singh; Mayur Mehta; Mitul Abhangi; Ratnesh Kumar; et al.,2026,article,Chinese Physics C,10.1088/1674-1137/ae7a19,https://doi.org/10.1088/1674-1137/ae7a19,title and abstract screened,experimental or measured,nuclear experiment,medium,no,no,no,no,no,no,yes,yes,no,18.0,Included for structured comparison; use the linked paper for claim-level details.,"Abstract Neutron-induced reaction cross sections of Se isotopes have been investigated using activation technique via 3H(D, n)4He (D-T) fusion reaction at Neutron and Ion Irradiation Facility (NIIF) at Institute for Plasma Research (IPR), India. The emitted gamma (γ) ray from radioactive sample (Se) was examined through a High Purity Germanium (HPGe) detector. The measured cross section of 76Se(n,p)76As, 78Se(n,p)78As, 82Se(n,2n)81Seg, 76Se(n,2n)75Se, and 80Se(n,α)77Ge are 55.30 ± 4.09 mb, 18.77 ± 1.12 mb, 529.78 ± 51.23 mb, 903.98 ± 55.99 mb, and 2.01 ± 0.12 mb respectively at neutron energy of 14.96 ± 0.22 MeV. The detailed uncertainty propagation from the various parameters and cross-correlation of aforementioned reactions is estimated using covariance analysis. Furthermore, the measured cross section values are compared with the EXFOR database, and evaluated nuclear libraries (ENDF/B-VIII.1, JEFF-4.0, JENDL-5, TENDL-2023 and CENDL-3.2). Cross section is also reproduced theoretically using TALYS 2.0 code with an adjusted (optimized) set of parameters and contributions of various nuclear reaction mechanism involved to the cross section have been systematically analyzed and discussed. In addition, the present measured reactions cross section are also quantified with the various established semi-empirical systematic formulae. This work also provides statistical validation via chi-square minimization to identify theoretical models and semi-empirical formulae that accurately reproduce best measured cross section value."
S035,B,Ra-226 nuclear data and neutron-spectrum evidence,"Q10,Q3,Q4,Q8",Propagation of Isotopic Bias and Uncertainty to Criticality Safety Analyses of PWR Waste Packages,Georgeta Radulescu,2010,report,Oak Ridge National Laboratory (ORNL),10.2172/982739,https://doi.org/10.2172/982739,title and abstract screened,simulation or solver generated,transport/depletion solver,medium,no,no,yes,no,no,no,no,yes,yes,18.0,Included for structured comparison; use the linked paper for claim-level details.,"Burnup credit methodology is economically advantageous because significantly higher loading capacity may be achieved for spent nuclear fuel (SNF) casks based on this methodology as compared to the loading capacity based on a fresh fuel assumption. However, the criticality safety analysis for establishing the loading curve based on burnup credit becomes increasingly complex as more parameters accounting for spent fuel isotopic compositions are introduced to the safety analysis. The safety analysis requires validation of both depletion and criticality calculation methods. Validation of a neutronic-depletion code consists of quantifying the bias and the uncertainty associated with the bias in predicted SNF compositions caused by cross-section data uncertainty and by approximations in the calculational method. The validation is based on comparison between radiochemical assay (RCA) data and calculated isotopic concentrations for fuel samples representative of SNF inventory. The criticality analysis methodology for commercial SNF disposal allows burnup credit for 14 actinides and 15 fission product isotopes in SNF compositions. The neutronic-depletion method for disposal criticality analysis employing burnup credit is the two-dimensional (2-D) depletion sequence TRITON (Transport Rigor Implemented with Time-dependent Operation for Neutronic depletion)/NEWT (New ESC-based Weighting Transport code) and the 44GROUPNDF5 crosssection library in the Standardized Computer Analysis for Licensing Evaluation (SCALE 5.1) code system. The SCALE 44GROUPNDF5 cross section library is based on the Evaluated Nuclear Data File/B Version V (ENDF/B-V) library. The criticality calculation code for disposal criticality analysis employing burnup credit is General Monte Carlo N-Particle (MCNP) Transport Code. The purpose of this calculation report is to determine the bias on the calculated effective neutron multiplication factor, k{sub eff}, due to the bias and bias uncertainty associated with predicted spent fuel compositions (i.e., determine the penalty in reactivity due to isotopic composition bias and uncertainty) for use in disposal criticality analysis employing burnup credit. The method used in this calculation to propagate the isotopic bias and bias-uncertainty values to k{sub eff} is the Monte Carlo uncertainty sampling method. The development of this report is consistent with 'Test Plan for: Isotopic Validation for Postclosure Criticality of Commercial Spent Nuclear Fuel'. This calculation report has been developed in support of burnup credit activities for the proposed repository at Yucca Mountain, Nevada, and provides a methodology that can be applied to other criticality safety applications employing burnup credit."
S036,B,Ra-226 nuclear data and neutron-spectrum evidence,"Q10,Q3,Q4",Secondary neutron production from thick target deuteron breakup,Jonathan Morrell; Andrew S. Voyles; J. C. Batchelder; J. A. Brown; L. A. Bernstein,2023,article,Physical Review C,10.1103/physrevc.108.024616,https://doi.org/10.1103/physrevc.108.024616,title and abstract screened,experimental or measured,domain study,high,no,no,no,no,no,no,yes,no,no,18.0,Included for structured comparison; use the linked paper for claim-level details.,"Thick target deuteron breakup is a variable-energy accelerator-based source of high-energy neutrons, with applications in fundamental and applied nuclear science and engineering. However, the breakup mechanism remains poorly understood, and data on neutron yields from thick target breakup remain relatively scarce. In this work, the double-differential neutron yields from deuteron breakup have been measured on a thick beryllium target at ${\ensuremath{\epsilon}}_{d}=33$ and 40 MeV, using both time-of-flight and activation techniques. We have also introduced a simple hybrid model for the double-differential deuteron breakup cross section, applicable in the ${\ensuremath{\epsilon}}_{d}=10--100$ MeV energy range on light ($Z\ensuremath{\le}6$) targets. This model features four empirical parameters that have been fit to reproduce experimental breakup measurements on beryllium targets, using the method of least squares. It was shown that these parameters extrapolate well to higher energies, and to other low-$Z$ target materials. We also include optimization of the parameters that modify the Kalbach systematics for compound and preequilibrium reactions, in order to better reproduce the experimental data for beryllium targets at large angles."
S037,B,Ra-226 nuclear data and neutron-spectrum evidence,"Q10,Q3,Q4","Study on (n,p) reactions of 58Ni, 99Tc, 99Ru, 131Xe, 133Cs and 186Os radioisotopes used in medicine",Hallo M. Abdullah; Ali H. Ahmed,2022,article,Nuclear Engineering and Technology,10.1016/j.net.2022.09.014,https://doi.org/10.1016/j.net.2022.09.014,title and abstract screened,experimental or measured,domain study,medium,no,no,no,no,no,no,yes,no,no,18.0,Included for structured comparison; use the linked paper for claim-level details.,"In the last decade , nuclear medicine appears to be a good choice of medicine. 58 Co, 99 Mo, 99 Tc, 99 Re, 133 Xe and 186 Re are very important radionuclides for nuclear medicine. In this study, the excitation functions of 58 Ni (n, p) 58 Co, 99 Tc (n, p) 99 Mo, 99 Ru (n, p) 99 Tc, 131 Xe (n, p) 131 I, 133 Cs (n, p) 133 Xe and 186 Os (n, p) 186 Re nuclear reactions were calculated at neutron energies between 1 and 20 MeV using TALYS 1.95 and EMPIRE 3.2 nuclear codes. Furthermore, the cross sections were calculated with the empirical formula derived in our past study at 14–15 MeV. The obtained results were compared with the measured values in EXFOR library, and with the evaluated data of (JENDL-4.0/HE, JEFF-3.3, TENDL-2019, ENDF/B-VIII.0, IRDFF-II, JENDL/ImPACT-18). The results are in good agreement with those of the evaluated data libraries and experimental results and indicates that these radioisotopes can be produced by smaller cyclotrons."
S038,B,Ra-226 nuclear data and neutron-spectrum evidence,"Q1,Q10,Q4,Q5","Updates to the ORIGEN-S Cross-Section Libraries Using ENDF-VI, EAF-99, and FENDL-2.0",Brian D. Murphy,2004,report,Oak Ridge National Laboratory (ORNL),10.2172/885742,https://doi.org/10.2172/885742,title and abstract screened,simulation or solver generated,transport/depletion solver,medium,no,no,no,no,no,no,no,no,yes,18.0,Included for structured comparison; use the linked paper for claim-level details.,"The standard cross-section library for light-water reactor (LWR) analyses used by the ORIGEN-S depletion and decay code has been extensively updated. This work entailed the development of broad multigroup neutron cross sections for ORIGEN-S from several sources of pointwise continuous-energy cross-section evaluations, including the U.S. Evaluated Nuclear Data Files ENDF/B-VI Release 7, the Fusion Evaluated Nuclear Data Library FENDL-2.0, and the European Activation File EAF-99. The pointwise cross sections were collapsed to a three-group structure using a continuous-energy neutron flux spectrum representative of the typical neutronic conditions of typical LWR fuel and formatted for use by ORIGEN-S. In addition, the fission-product library has been expanded to include ENDF/B-VI fission yield data for 30 fissionable actinides. The processing codes and procedures are explained. Preliminary verification studies using the updated libraries were performed using the modules of the SCALE (Standardized Computer Analyses for Licensing Evaluation) system. Comparisons between the previous basic ORIGEN-S libraries and the updated libraries developed in this work are presented."
S039,B,Ra-226 nuclear data and neutron-spectrum evidence,"Q3,Q4,Q10",ENDF/B-VIII.0: The 8th Major Release of the Nuclear Reaction Data Library,D. A. Brown et al.,2018,evaluated library paper,Nuclear Data Sheets,10.1016/j.nds.2018.02.001,https://doi.org/10.1016/j.nds.2018.02.001,publisher abstract screened,review or synthesis,domain study,high,no,no,no,no,no,no,no,no,no,30.0,Supports nuclear-data provenance; an evaluated library is not a substitute for pathway-level experimental validation.,Peer-reviewed description of the ENDF/B-VIII.0 evaluated nuclear data release and its verification basis.
S040,B,Ra-226 nuclear data and neutron-spectrum evidence,"Q1,Q10,Q2,Q3,Q4,Q5","Evaluation of the production amount of <sup>225</sup> Ac and its uncertainty through the <sup>226</sup> Ra(n,2n) reaction in the experimental fast reactor Joyo",Y. Sasaki; Aaru Sano; Shinji Sasaki; Nobuyuki Iwamoto; Kazuki Ouchi; Yoshihiro Kitatsuji; et al.,2023,article,Journal of Nuclear Science and Technology,10.1080/00223131.2023.2243941,https://doi.org/10.1080/00223131.2023.2243941,title and abstract screened,experimental or measured,domain study,context,no,yes,no,no,no,no,yes,yes,no,12.0,Included for structured comparison; use the linked paper for claim-level details.,"225Ac is a promising nuclide for targeted alpha therapy. At present, the nuclide is mainly extracted from 229Th generators, but its total radioactivity of the world is only 63 GBq/y. Therefore, it is unclear whether this method alone can meet future global medical demand. In this study, we analyzed the production amount of 225Ac and its uncertainty due to the neutron flux and nuclear reaction cross-sections while analyzing the generation process of 225Ac using the experimental fast reactor Joyo operated by the Japan Atomic Energy Agency (JAEA). The analysis showed that irradiating 1 g of 226Ra for 45 d at the core center of Joyo can produce 15.4 ± 6.2 GBq of 225Ac. Therefore, with six irradiations per year (45 d × 6 = 270 d/year), Joyo can produce 55.3 to 129.1 GBq of 225Ac, equivalent to 86 to 200% of the current world supply."
S041,C,"Depletion, activation, and trusted solvers","Q1,Q4,Q5","Computational Verification and Experimental Validation of BSOLVE – A New Multi-Group Burnup, Depletion, and Decay Computer Code for Advanced Nuclear Power Systems",Meng-Jen Wang; Glenn Sjoden; Taylor Kimball; Corey Hines,2026,article,Nuclear Science and Engineering,10.1080/00295639.2026.2667106,https://doi.org/10.1080/00295639.2026.2667106,title and abstract screened,mixed simulation and measurement,transport/depletion solver,high,no,no,no,no,no,no,yes,no,yes,49.0,Included for structured comparison; use the linked paper for claim-level details.,"This paper presents a comprehensive code-to-code verification and experimental validation of BSOLVE, a newly developed burnup, depletion, and decay analysis code based on the multi-group Runge–Kutta–Fehlberg/Verner (RKF/V) integration method. Unlike conventional depletion solvers that rely on matrix-exponential or Chebyshev rational approximation method (CRAM)–based approaches, BSOLVE directly integrates the production–depletion Bateman equations, enabling automated adaptive error-controlled time stepping and efficient tracking of long nuclide chains in reactor burnup simulations with energy-dependent physics treatments. Code-to-code benchmarking using a standard pressurized water reactor (PWR) pin is performed against the Monte Carlo depletion code SERPENT2.1.30 (CRAM) and the SCALE6.2.4 T-DEPL sequence (coupling the deterministic neutron transport solver NEWT with the ORIGEN depletion module, denoted as SCALE-NEWT+ORIGEN). In addition, experimental validation is conducted using measured neutron flux data from the 1 MW(thermal) Washington State University (WSU) TRIGA reactor, providing an independent reference for assessing the fidelity of the depletion methodology in high-burnup TRIGA fuel. Benchmark results on a standard fresh PWR pin unit cell demonstrate that end-of-cycle system eigenvalues differ by approximately 3000 pcm between the conventional burnup solvers SCALE-NEWT+ORIGEN and SERPENT. In contrast, BSOLVE solutions compare well, falling directly in between the others, exhibiting differences of approximately 1600 pcm relative to both SCALE and SERPENT at end of cycle. Experimental comparisons further indicate good agreement between BSOLVE predictions and WSU reactor measurements; BSOLVE results yielded excess reactivity differences to within ~14% and neutron flux values that differed generally by less than 20% across experimental irradiation locations. These results demonstrate that BSOLVE provides stable, accurate, and competitive depletion predictions relative to other state-of-the-art deterministic and Monte Carlo–based tools, while offering a transparent and memory-efficient alternative to traditional matrix-based solvers. The numerical formulations, benchmarking methodology, and experimental validation procedures are presented and discussed herein."
S042,C,"Depletion, activation, and trusted solvers","Q1,Q10,Q4,Q5",Molten Salt Reactor Experiment Simulation using Shift/Griffin,Donny Hartanto; Eva Davidson; Ashley C. Godfrey; Yang Cao; Tingzhou Fei; Mauricio Tano,2023,report,Oak Ridge National Laboratory (ORNL),10.2172/1997706,https://doi.org/10.2172/1997706,title and abstract screened,mixed simulation and measurement,transport/depletion solver,high,no,no,yes,no,no,no,yes,no,yes,49.0,Included for structured comparison; use the linked paper for claim-level details.,"The Department of Energy (DOE)’s NEAMS focuses its efforts on the development of advanced modeling and simulation (M&S) tools for light-water reactors (LWRs) and non–LWRs (i.e., molten salt reactors, high-temperature gas reactors, microreactors, and fast reactors). In the previous fiscal year, the Multiphysics Applications Driver Technical Area funded molten salt reactor (MSR) M&S at Oak Ridge National Laboratory (ORNL) to generate multigroup macroscopic cross sections with Shift for a MSRE 2D lattice model in Griffin. In addition, Shift’s capability to calculate gamma dose rates from activated components in the primary exchangers in a molten salt breeder reactor was also demonstrated. In fiscal year 2023, ORNL generated multigroup macroscopic cross sections using Shift for a 3D MSRE core model. MSRE depletion calculations using Griffin were also demonstrated in this fiscal year. For the depletion calculation, one-group microscopic cross sections for the 3D MSRE core were generated using Shift, and the decay transmutation library from ORIGEN was converted to an ISOXML file, which is required as input in Griffin. Several Monte Carlo codes, such as OpenMC and Serpent, were also used to benchmark and supplement multigroup cross sections generated by Shift. Multigroup libraries were generated with 8 and 20 group structures, and the study found the 8-group structure to be more accurate when comparing Griffin results to continuous energy (CE) Monte Carlo results. The average flux from CE Shift calculations is up to ~6% higher than the CE Serpent calculations because of different values applied for the energy released per fission (κ values). The average flux in the fuel salt calculated by Griffin using cross sections generated with Shift agrees well with the reference CE Shift solution; the same is valid for the corresponding Serpent results. The maximum relative error is ~6% and ~2% compared to the CE Shift and Serpent reference solutions, respectively. Meanwhile, the average flux calculated by Griffin in the graphite moderator shows a higher difference in the thermal range when compared to both reference Monte Carlo solutions; this result suggests a need for improvement in cross section generation for the graphite moderator in the thermal range in both Monte Carlo codes. Griffin depletion calculations using cross sections from Shift and Serpent were performed and compared against ORIGEN calculations, and the nuclide densities calculated by Griffin were found to be generally in agreement with those of ORIGEN. Because a different approach was taken to calculate the energy released per fission (<em>κ</em> values) in Shift and Serpent, a difference in nuclide densities from differences in the average flux was observed between Griffin using Serpent and Shift cross sections. Griffin calculations with Shift cross sections produced higher average flux in the salt than with Serpent cross sections, leading to higher consumption of <sup>235</sup>U and higher production of <sup>135</sup>Xe. For time-dependent depletion calculations, cross sections were generated with Serpent, and Griffin’s results using these cross sections were compared to CE Serpent depletion results, demonstrating good agreement. The average difference in keff between Serpent and Griffin as a function of burnup is about 155 pcm. Similarly, good agreement with small differences up to ~0.5% was also noticed in the nuclide density of <sup>235</sup>U and <sup>135</sup>Xe. More details regarding the methodologies invoked to generate the cross section to make code-to-code comparisons are discussed further in this report. User feedback on Griffin and Shift capabilities that will enhance these calculations is provided in this report for future consideration. The work performed this fiscal year can be extended further for multiphysics coupling of Griffin-Pronghorn/SAM with Mole to study precursor flow and salt chemistry."
S043,C,"Depletion, activation, and trusted solvers","Q1,Q4,Q5",Architecture Improvements and Retesting of the Microscopic Depletion Implementation in the MAMMOTH Reactor Physics Application,Olin Calvin; Javier Ortensi; Yaqi Wang; Sebastian Schunert; Sedat Goluoglu; Mark DeHart,2019,report,Idaho National Laboratory,10.2172/1788042,https://doi.org/10.2172/1788042,title and abstract screened,mixed simulation and measurement,transport/depletion solver,high,no,no,yes,no,no,no,yes,no,yes,32.0,Included for structured comparison; use the linked paper for claim-level details.,"Nuclear fuel experiments conducted at the Transient Reactor Test Facility (TREAT) will be analyzed with the MAMMOTH reactor physics application, currently under development at Idaho National Laboratory. MAMMOTH natively couples with the BISON, RELAP-7, and Rattlesnake applications within the MOOSE framework. The implemented methods allow for simulating the irradiation of fuel in a nuclear reactor from the beginning of life in a nuclear reactor until it is placed in TREAT for fuel testing using the same finite element mesh throughout the analysis retaining a very high level of resolution and fidelity. The calculation of the isotopic distribution in fuel requires the solution to the decay and transmutation equations coupled to the neutron transport equation. This report focuses on three significant improvements to the MAMMOTH micro-depletion capability. First, the depletion architecture within MAMMOTH is modified to improve the flexibility and speed of burnup calculations. The results of various benchmark tests demonstrate that the refactoring of the previously implemented capability does not introduce any regression. The second improvement involves the expansion of the data functionality. MAMMOTH can now read the decay data files used by the Oak Ridge Isotope Generation (ORIGEN) code, thus enabling access to data of more than 1,600 isotopes. The third improvement is the capability to perform depletion at a constant power level which was verified via a comparison to ORIGEN."
S044,C,"Depletion, activation, and trusted solvers","Q1,Q10,Q4,Q5",Estimation of the radionuclide inventory in LWR spent fuel assembly structural materials for long-term safety analysis,Stefano Caruso,2016,article,EPJ Nuclear Sciences & Technologies,10.1051/epjn/e2015-50057-8,https://doi.org/10.1051/epjn/e2015-50057-8,title and abstract screened,simulation or solver generated,transport/depletion solver,high,no,no,no,no,no,no,no,no,yes,32.0,Included for structured comparison; use the linked paper for claim-level details.,"The radionuclide inventory of materials irradiated in a reactor depends on the initial material composition, irradiation history and on the magnitude and spectrum of the neutron flux. The material composition of a fuel assembly structure includes various alloys of Zircaloy, Inconel and stainless steel. The existing impurities in these materials are very important for accurate determination of the activation of all nuclides with a view to assessing the radiological consequences of their geological disposal. In fact, the safety assessments of geological repositories require the average and maximum (in the sense of very conservative) inventories of the very long-lived nuclides as input. The purpose of the present work is to describe the methodology applied for determining the activation of these nuclides in fuel assembly structural materials by means of coupled depletion/activation calculations and also to crosscheck the results obtained from two approaches. UO2 and MOX PWR fuels have been simulated using SCALE/TRITON, simultaneously irradiating the fuel region in POWER mode and the cladding region in FLUX mode and aiming to produce binary macro cross-section libraries by applying accurate local neutron spectra in the cladding region as a function of irradiation history that are suitable for activation calculations. The developed activation libraries have been re-employed in a second run using the ORIGEN-S program for a dedicated activation calculation. The axial variation of the neutron flux along the fuel assembly length has also been considered. The SCALE calculations were performed using a 238-group cross-section library, according to the ENDF/B-VII. The results obtained with the ORIGEN-S activation calculations are compared with the results obtained from TRITON via direct irradiation of the cladding, as allowed by the FLUX mode. It is shown that an agreement on the total calculated activities can be found within 55% for MOX and within 22% for UO2, whereas the latter is reduced to 9% when more accurate irradiation data are used (core-follow flux data instead of life-average flux data)."
S045,C,"Depletion, activation, and trusted solvers","Q1,Q4,Q5",A method for including external feed in depletion calculations with CRAM and implementation into ORIGEN,Aarno Isotalo; William Wieselquist,2015,article,Annals of Nuclear Energy,10.1016/j.anucene.2015.04.037,https://doi.org/10.1016/j.anucene.2015.04.037,title and abstract screened,simulation or solver generated,transport/depletion solver,high,no,no,no,no,no,no,no,no,yes,30.0,Included for structured comparison; use the linked paper for claim-level details.,
S046,C,"Depletion, activation, and trusted solvers","Q1,Q10,Q4,Q5",Neutron transport and activation comparison between OpenMC and FISPACT-II in ARC-class reactor,Davide Pettinari; Raffaella Testoni; Massimo Zucchetti; Miriam Parisi,2024,article,Fusion Engineering and Design,10.1016/j.fusengdes.2024.114713,https://doi.org/10.1016/j.fusengdes.2024.114713,title and abstract screened,simulation or solver generated,transport/depletion solver,high,no,no,no,no,no,no,no,no,yes,30.0,Included for structured comparison; use the linked paper for claim-level details.,"In a fusion reactor, high-energy neutron fluxes strike the materials causing radiation damage and triggering nuclear reactions that alter the chemical composition of the materials through transmutation. This investigation employs the Monte Carlo code OpenMC with Direct Accelerated Geometry Monte Carlo (DAGMC), a software package that allows users to perform Monte Carlo radiation transport directly on CAD models. The analysis was conducted on an Affordable Robust Compact (ARC) class reactor using a 3D CAD geometry. OpenMC supports depletion calculations allowing for the time evolution of the radioactive inventories evaluation. This study focuses on the machine’s nuclear performance, analyzing tritium production, neutron fluxes, and power deposition to assess the reactor’s behavior. It also explores the primary aspects of neutron irradiation on solid materials in the ARC class reactor, with particular emphasis on neutron-induced activation and displacements per atom (DPA). The neutronic results indicate that the predicted tritium breeding ratio and power density are consistent with both the reactor design specifications and the findings in existing literature, while the DPA and activation calculations reveal key areas of material degradation due to neutron irradiation. To validate the accuracy of the results, a comparison was made with corresponding results obtained using the FISPACT-II code. The agreement between the two codes serves as a benchmark for the reliability of OpenMC in predicting nuclear activation phenomena in fusion reactors. • OpenMC and FISPACT-II comparisons show consistent predictions for activation analysis. • OpenMC’s depletion chains lack key nuclides and reactions for activation predictions. • DPA analysis highlights the need for 3D models for accurate damage assessment. • Neutronics analysis reveals regions of maximum neutron flux and power deposition."
S047,C,"Depletion, activation, and trusted solvers","Q1,Q10,Q3,Q4,Q5,Q8",Validation of nuclide depletion capabilities in Monte Carlo code MCS,Bamidele Ebiwonjumi; Hyunsuk Lee; Wonkyeong Kim; Deokjung Lee,2020,article,Nuclear Engineering and Technology,10.1016/j.net.2020.02.017,https://doi.org/10.1016/j.net.2020.02.017,title and abstract screened,mixed simulation and measurement,transport/depletion solver,high,no,no,no,no,no,no,yes,no,yes,30.0,Included for structured comparison; use the linked paper for claim-level details.,"In this work, the depletion capability implemented in Monte Carlo code MCS is investigated to predict the isotopic compositions of spent nuclear fuel (SNF). By comparison of MCS calculation results to post irradiation examination (PIE) data obtained from one pressurized water reactor (PWR), the validation of this capability is conducted. The depletion analysis is performed with the ENDF/B-VII.1 library and a fuel assembly model. The transmutation equation is solved by the Chebyshev Rational Approximation Method (CRAM) with a depletion chain of 3820 isotopes. 18 actinides and 19 fission products are analyzed in 14 SNF samples. The effect of statistical uncertainties on the calculated number densities is discussed. On average, most of the actinides and fission products analyzed are predicted within ±6% of the experiment. MCS depletion results are also compared to other depletion codes based on publicly reported information in literature. The code-to-code analysis shows comparable accuracy. Overall, it is demonstrated that the depletion capability in MCS can be reliably applied in the prediction of SNF isotopic inventory."
S048,C,"Depletion, activation, and trusted solvers","Q1,Q10,Q4,Q5",High-Precision Higher-Order Coefficients for the Chebyshev Rational Approximation Method (CRAM),Christopher Fichtlscherer,2026,article,Nuclear Science and Engineering,10.1080/00295639.2026.2688038,https://doi.org/10.1080/00295639.2026.2688038,title and abstract screened,method or metadata,transport/depletion solver,high,no,no,no,no,no,no,no,no,no,29.0,Included for structured comparison; use the linked paper for claim-level details.,"The Chebyshev rational approximation method (CRAM) computes the matrix exponential by applying the best rational approximation (of order k) to ex on (−∞,0] directly to the matrix. Published CRAM coefficients are available up to order 48. Applications such as coupled depletion-transport calculations, extended-precision arithmetic, nuclear safeguards verification, or nuclear arms control and disarmament verification may require higher-order coefficients or higher precision, yet the code to compute them has never been published. Pusa described the underlying Remez algorithm in detail but did not release an implementation. I present an open-source C++ implementation that solves the nonlinear equioscillation system in a Möbius-transformed variable, enabling the efficient determination of CRAM coefficients of arbitrary even order and precision. For orders above 48, where the direct algorithm fails due to Newton degeneracy, I introduce an order-continuation scheme that chains converged solutions from order k to order k+2 using equioscillation-derived alternation points. Using this approach, I reproduce all published coefficients and extend the computation to order 100. The method is demonstrated on the 232Th decay chain spanning 24 orders of magnitude in eigenvalue stiffness. A second example, a ten-nuclide actinide burnup chain, shows a trace 235U concentration that CRAM-48 cannot resolve but CRAM-100 recovers. The source code and all computed coefficients are publicly available."
